teams,winner
"TahmKench,Hecarim,Hwei,Aphelios,Morgana,Irelia,Amumu,Gragas,Samira,Zyra",1
"Aatrox,LeeSin,Sylas,Kaisa,Nautilus,Yorick,RekSai,Veigar,Varus,Janna",1
"Aatrox,Kindred,Hwei,Kaisa,Rakan,Yorick,Nunu,Sylas,Senna,Nami",0
"Fiora,Lillia,Tristana,Smolder,Rell,Yorick,Volibear,Akali,Kaisa,Nautilus",0
"Yorick,LeeSin,Yone,KogMaw,Lulu,RekSai,Kindred,Jayce,Karthus,Nautilus",0
"Yorick,Brand,Akshan,Ezreal,Nami,Lucian,XinZhao,Karma,Smolder,Camille",0
"Yorick,JarvanIV,Smolder,Ahri,Seraphine,Camille,FiddleSticks,Ezreal,Kaisa,Taric",0
"Yorick,Volibear,Neeko,Kaisa,Pyke,Fiora,Lillia,Kennen,Lucian,Ziggs",1
"KSante,Khazix,Fizz,Nilah,Janna,Yorick,LeeSin,Kaisa,Lucian,Milio",0
"Akali,Khazix,Yorick,Nilah,Sona,MonkeyKing,Kindred,Galio,Lucian,Shaco",0
"Irelia,XinZhao,Chogath,Caitlyn,Karma,Yorick,Nocturne,Kennen,Kalista,Shaco",0
"Yorick,Kindred,AurelionSol,Caitlyn,Neeko,Garen,Gragas,Yone,Senna,Shen",0
"Irelia,Zac,Azir,Ezreal,Karma,Yorick,Lillia,Kassadin,Zeri,Sona",1
"Yorick,Zac,Viktor,Kaisa,Sona,Yone,Pantheon,Ahri,KogMaw,Lulu",1
"Yorick,RekSai,Lissandra,Senna,TahmKench,Chogath,Khazix,Neeko,MissFortune,Anivia",0
"Yorick,Yone,Kaisa,Smolder,Maokai,Irelia,Trundle,Malphite,Varus,Neeko",1
"Fiora,Volibear,Smolder,Kalista,Rell,Yorick,Evelynn,Naafiri,KogMaw,Bard",1
"KSante,Ivern,Akali,MissFortune,Rakan,Pantheon,Graves,Orianna,Jinx,Karma",0
"KSante,Khazix,Orianna,Chogath,Senna,Yorick,Kindred,Diana,Azir,Nami",0
"Yorick,Graves,Lissandra,Lucian,Janna,Garen,Kindred,Zoe,Senna,Rakan",1
"Yorick,Karthus,Hwei,Kaisa,Thresh,Rumble,Viego,Ahri,Lucian,Zyra",0
"Darius,LeeSin,Kassadin,Smolder,Hwei,Yorick,Viego,Vex,Draven,Senna",0
"Yorick,Gragas,Hwei,Ziggs,Karma,Aatrox,Graves,Ahri,Senna,Zilean",1
"Garen,Kayn,Kennen,Smolder,Taric,Yorick,Gragas,LeeSin,Aphelios,Thresh",1
"Yorick,Lillia,Yone,Draven,Karma,Fiora,Taliyah,LeeSin,Kaisa,Nautilus",1
"Karma,XinZhao,Katarina,Kaisa,Nautilus,Yorick,JarvanIV,Syndra,Smolder,TahmKench",0
"Yorick,Evelynn,AurelionSol,Smolder,Leona,Aatrox,Yone,Karma,Aphelios,Alistar",1
"Urgot,Ekko,Azir,Zeri,Yuumi,Yorick,Kaisa,LeeSin,Ashe,Zilean",1
"Zac,LeeSin,Fizz,KogMaw,Blitzcrank,Yorick,Shaco,Zed,Ziggs,Rakan",1
"Yorick,Taliyah,KSante,Sivir,Hwei,Tryndamere,FiddleSticks,Qiyana,MissFortune,Alistar",1
"Yone,Zed,Ahri,Kaisa,Nautilus,Yorick,Talon,KSante,Seraphine,Lux",1
"Jax,LeeSin,Illaoi,Kaisa,Xerath,Yorick,Viego,Yasuo,Twitch,Swain",0
"Yorick,Taliyah,Akshan,Jinx,Nautilus,Irelia,Karthus,Jayce,Aphelios,Soraka",1
"Kled,RekSai,Akali,Nilah,Alistar,Yorick,XinZhao,Fizz,Senna,Rell",0
"Yorick,Udyr,Gragas,Brand,Senna,Aatrox,Belveth,Orianna,Lucian,Nautilus",1
"Darius,Belveth,Karma,Senna,Soraka,Yorick,Kindred,Kassadin,Zeri,Lulu",0
"Yorick,Viego,Neeko,Caitlyn,Seraphine,Jax,Udyr,Ezreal,Lucian,Janna",0
"RekSai,Khazix,Taliyah,Tristana,Nautilus,Yorick,Kindred,Vladimir,Kaisa,Taric",0
"Sion,LeeSin,Karma,KogMaw,Lulu,Pantheon,Evelynn,Jayce,Azir,Janna",1
"Yorick,Viego,Qiyana,Kaisa,Karma,Jax,JarvanIV,Taliyah,Smolder,Soraka",0
"Teemo,Belveth,Orianna,Zeri,Karma,Yorick,Khazix,AurelionSol,KogMaw,Zilean",1
"Rammus,Aatrox,Akali,Yone,Seraphine,Yorick,Taliyah,Vayne,Twitch,Rell",1
"Akshan,Sylas,Varus,Katarina,Bard,Yorick,Nidalee,Orianna,Kaisa,Blitzcrank",0
"Renekton,Graves,Kassadin,Ezreal,Leona,Yorick,Viego,Ahri,Smolder,Braum",1
"Yorick,Trundle,Aatrox,Lux,Senna,Riven,Talon,Taliyah,Vayne,Poppy",0
"Lillia,Blitzcrank,Nilah,Naafiri,Qiyana,Jhin,Jinx,Senna,Ahri,Rakan",1
"Viego,Shaco,Naafiri,KogMaw,Milio,Yorick,AurelionSol,Zed,Aphelios,Thresh",1
"Ahri,RekSai,Taliyah,Smolder,Alistar,Yorick,Ivern,AurelionSol,Samira,Pyke",1
"Chogath,Caitlyn,Smolder,Nidalee,Zoe,Velkoz,TwistedFate,Blitzcrank,Skarner,Briar",1
"Jhin,Zyra,Yone,Lissandra,Sion,Udyr,MasterYi,Volibear,Tristana,Neeko",1
"Brand,Malphite,Vi,Akshan,Gragas,Zilean,Yone,Graves,Annie,Sylas",1
"Yorick,LeeSin,Orianna,Lucian,Nami,Gnar,Ekko,Qiyana,Smolder,Janna",0
"Yorick,Poppy,Azir,Kaisa,Leona,Darius,Diana,Talon,Zeri,Maokai",0
"DrMundo,Viego,Sylas,Caitlyn,Ashe,Yorick,LeeSin,Ahri,Smolder,Zyra",1
"Urgot,Kindred,Azir,Veigar,Rakan,Yorick,Volibear,Ahri,Kaisa,Pyke",0
"Yone,Kayn,Karma,Ezreal,Sona,Yorick,Belveth,Vladimir,KogMaw,Senna",1
"Riven,Khazix,Lux,Ezreal,Maokai,Yorick,Kayn,Viktor,Twitch,Brand",0
"KSante,Pantheon,Karma,Varus,Ashe,Yorick,JarvanIV,Vex,Veigar,Seraphine",1
"KSante,Elise,Tristana,Aphelios,Alistar,Yorick,Ivern,Malphite,Jinx,Bard",1
"Yorick,MasterYi,Alistar,Senna,Nautilus,DrMundo,Rammus,Vayne,Kaisa,Rakan",0
"Garen,Evelynn,Vayne,Senna,Pyke,Yorick,Rengar,Talon,Kaisa,Rakan",1
"Renekton,Belveth,Ahri,Varus,Galio,Yorick,Lillia,Orianna,Kaisa,Rell",1
"Yorick,Talon,Hwei,Lucian,Camille,Smolder,Ekko,Yone,Kaisa,Maokai",0
"Yorick,XinZhao,Hwei,Smolder,Bard,Twitch,Belveth,Yasuo,Akali,Janna",0
"Yorick,MonkeyKing,Akali,Sona,Rakan,Camille,Viego,Kled,Karthus,Leona",1
"Briar,Kayn,Veigar,Smolder,Maokai,Yorick,Nunu,Kassadin,Twitch,Lulu",0
"TwistedFate,Ivern,Talon,Twitch,Janna,Yorick,Belveth,Veigar,Kaisa,Bard",0
"Yone,Pantheon,Karma,Lucian,Bard,Yorick,Shaco,Ahri,Twitch,Maokai",1
"Yone,Graves,Hwei,Twitch,Janna,Yorick,Nidalee,Naafiri,Xayah,Leona",0
"Yorick,Rengar,Hwei,Twitch,Leona,Shen,Khazix,AurelionSol,Aphelios,Alistar",0
"Gragas,Khazix,Zed,Smolder,Thresh,Yorick,JarvanIV,Orianna,Aphelios,Leona",1
"MonkeyKing,Evelynn,Leblanc,Lucian,Nami,Yorick,Vi,Taliyah,Kalista,Lissandra",1
"Volibear,Ivern,Yone,Ezreal,Zyra,Yorick,Diana,Lucian,Smolder,Soraka",1
"Heimerdinger,Zac,Jayce,Ashe,Camille,Yorick,LeeSin,Yasuo,Kaisa,Janna",0
"Yorick,FiddleSticks,Sion,Senna,Pyke,Yone,Amumu,Jayce,Smolder,Alistar",0
"Yorick,Vi,Azir,Zeri,Rakan,Anivia,JarvanIV,Taliyah,Lucian,Camille",1
"Yorick,Poppy,Azir,Sivir,Zilean,Darius,Ivern,Zed,TwistedFate,Ashe",0
"Jayce,Evelynn,Yasuo,Smolder,Sona,Yorick,Taliyah,Briar,Jinx,Seraphine",1
"Yorick,Kayn,Zac,MissFortune,Ashe,Gragas,Talon,Taliyah,Ezreal,Janna",1
"Jayce,JarvanIV,Ahri,Ashe,Xayah,Yorick,Belveth,Karma,Zeri,Janna",0
"Camille,Yorick,Katarina,Smolder,Nami,Garen,Azir,Veigar,Vi,Nautilus",1
"Neeko,Nami,TahmKench,Aphelios,Rumble,Leona,Soraka,Yorick,DrMundo,Ashe",0
"Jayce,Hwei,Rammus,Sett,Diana,Vayne,Janna,Taliyah,Ornn,JarvanIV",0
"Jax,Ahri,JarvanIV,AurelionSol,Nilah,Kalista,Orianna,Katarina,Alistar,Poppy",1
"Blitzcrank,Pantheon,Thresh,Shen,TwistedFate,Sett,Qiyana,Karma,Graves,Sona",0
"Garen,Vladimir,Irelia,Sett,MonkeyKing,Anivia,Orianna,Lucian,Leona,Syndra",0
"Briar,TahmKench,Amumu,Nidalee,Katarina,KogMaw,Lillia,Mordekaiser,Lux,LeeSin",1
"Naafiri,Sona,Alistar,Mordekaiser,Vi,Renata,AurelionSol,Renekton,Orianna,Olaf",0
"KSante,Ivern,Jayce,Kaisa,Karma,Sett,Evelynn,Pantheon,Brand,Nautilus",1
"KSante,Viego,Qiyana,Smolder,Leona,Gwen,Volibear,Ekko,Kaisa,Nautilus",0
"KSante,Rengar,Orianna,Xayah,Sona,Gwen,Udyr,Qiyana,Kaisa,Camille",1
"Rammus,Udyr,Qiyana,Zeri,Leona,KSante,RekSai,Vladimir,Xayah,Nautilus",1
"Rumble,Volibear,Akali,Yone,Bard,KSante,Viego,Zoe,Senna,Hwei",1
"Yasuo,Azir,MissFortune,Diana,Zilean,Nidalee,Ekko,JarvanIV,Kaisa,Lucian",1
"Hwei,Briar,Kayn,Xayah,Gragas,Nunu,Aphelios,Braum,Ashe,MissFortune",0
"Alistar,Janna,LeeSin,Yasuo,Malzahar,Ekko,Sett,Caitlyn,Draven,Senna",0
"Caitlyn,Vi,Vladimir,Jayce,Janna,Zoe,Amumu,Ziggs,Ahri,Pyke",0
"Darius,Lillia,Tristana,Zeri,Zac,KSante,Kindred,Hwei,Sivir,Rakan",1
"Riven,Graves,Vex,Sivir,Bard,KSante,Jax,Karma,MissFortune,Neeko",1
"TwistedFate,LeeSin,Ahri,Kaisa,Nautilus,KSante,Belveth,Ryze,AurelionSol,Camille",1
"Gnar,Khazix,Hwei,Ashe,Karma,KSante,Jax,Rumble,Kalista,Camille",0
"KSante,RekSai,Smolder,Zeri,Karma,Aatrox,Karthus,Jinx,Tristana,Sona",1
"Fiora,JarvanIV,Karma,Vayne,Camille,KSante,XinZhao,Azir,Twitch,Taric",1
"KSante,Zac,Azir,Jinx,Lulu,Gwen,Viego,Akali,Nilah,Shaco",0
"KSante,LeeSin,Katarina,Senna,Shaco,Renekton,Viego,Fizz,Lucian,Milio",1
"KSante,Jayce,Zed,Ziggs,Nautilus,Malphite,Kindred,Corki,Aphelios,Leona",1
"KSante,Kindred,Kassadin,Samira,Alistar,Vayne,Khazix,Taliyah,Karthus,Shaco",0
"Aatrox,Khazix,Yone,Hwei,Janna,KSante,Viego,AurelionSol,Smolder,Maokai",1
"Zac,Taliyah,AurelionSol,Senna,MonkeyKing,KSante,Graves,Qiyana,MissFortune,Brand",0
"Viego,Volibear,Azir,Varus,Senna,KSante,Graves,Karma,Smolder,Nautilus",1
"KSante,Jax,Vladimir,Draven,Alistar,DrMundo,Darius,Rumble,KogMaw,Lulu",0
"KSante,Volibear,Azir,Draven,Nautilus,Gwen,Karthus,Yone,Lucian,Nami",0
"KSante,MasterYi,Anivia,Brand,Janna,Gragas,Volibear,Zed,Zeri,Yuumi",0
"Illaoi,Volibear,Akali,Senna,Sona,KSante,Hecarim,Orianna,MissFortune,Karma",0
"Renekton,Rengar,Vex,Brand,Seraphine,KSante,Ivern,Akali,Kalista,Camille",0
"KSante,Ivern,Akali,MissFortune,Rakan,Pantheon,Graves,Orianna,Jinx,Karma",0
"KSante,Khazix,Orianna,Chogath,Senna,Yorick,Kindred,Diana,Azir,Nami",0
"KSante,Khazix,Syndra,Veigar,Senna,Jayce,Lillia,Hwei,Nilah,Lulu",0
"Fiora,Belveth,Sejuani,Zeri,Karma,KSante,RekSai,Jayce,MissFortune,Hwei",1
"KSante,Kindred,Akali,MissFortune,Janna,Garen,LeeSin,Karma,Zeri,Bard",0
"KSante,Graves,Ahri,Varus,Thresh,Darius,Viego,Orianna,Ezreal,Nautilus",0
"Aatrox,XinZhao,Xerath,Smolder,Lulu,TwistedFate,Graves,Orianna,Sivir,Sona",1
"KSante,Evelynn,Zed,Varus,Zilean,Olaf,Viego,Fizz,Yasuo,Janna",1
"Aatrox,Viego,Karma,Lux,Pyke,KSante,Lillia,Zac,Varus,Senna",0
"Rumble,Nunu,Qiyana,Samira,Camille,Yone,Volibear,Taliyah,Twitch,Bard",0
"KSante,Karthus,Yasuo,Vayne,Bard,Akshan,Viego,Orianna,Kalista,Camille",0
"KSante,Gragas,Qiyana,Kaisa,Leona,Garen,Rengar,Fizz,Twitch,Braum",1
"KSante,Rengar,Twitch,Taliyah,Leona,Olaf,Evelynn,Fizz,Kaisa,Soraka",0
"KSante,Rengar,Azir,Brand,TahmKench,Gragas,Kindred,AurelionSol,Tristana,Sona",1
"KSante,Viego,Zoe,Xayah,Rakan,Gwen,Kindred,Azir,Ashe,Leona",0
"KSante,Zac,Yasuo,KogMaw,Rakan,Jax,Nidalee,Renekton,Ziggs,Bard",0
"KSante,LeeSin,Orianna,Senna,Bard,Garen,Brand,Hwei,Lucian,Ashe",1
"KSante,Rammus,Azir,Jinx,Thresh,Aatrox,Viego,Viktor,Swain,Nautilus",0
"Aatrox,LeeSin,Azir,Kaisa,Thresh,KSante,Taliyah,AurelionSol,Senna,TahmKench",0
"Yasuo,Ivern,Akali,Swain,Pyke,Darius,Kindred,Viktor,Draven,Thresh",0
"KSante,Khazix,Qiyana,Seraphine,Camille,Yasuo,LeeSin,Ahri,Senna,Zyra",0
"TahmKench,Kindred,Galio,Draven,Camille,KSante,Khazix,Ryze,Senna,Nautilus",1
"Gnar,Kindred,Azir,Seraphine,Bard,KSante,LeeSin,Orianna,Ezreal,Senna",1
"Renekton,Hecarim,Ahri,Senna,Zeri,KSante,Volibear,Taliyah,Jinx,Lulu",0
"Illaoi,Taliyah,Yone,Draven,Fizz,Darius,LeeSin,AurelionSol,Senna,Nautilus",1
"Karma,Shaco,Illaoi,Seraphine,Rell,KSante,Viego,AurelionSol,Kalista,Leona",1
"KSante,Rengar,Kassadin,Ashe,Leona,Pantheon,LeeSin,Brand,Tristana,Blitzcrank",1
"KSante,Viego,Viktor,Varus,Rell,Darius,Shaco,Gragas,Hwei,Morgana",1
"KSante,Taliyah,Zed,Caitlyn,Blitzcrank,Jayce,Viego,Leblanc,Jinx,Karma",0
"Ashe,Jinx,Shen,Pyke,Garen,Samira,Aatrox,Blitzcrank,Akali,Ashe",1
"TwistedFate,AurelionSol,MissFortune,Qiyana,Leona,Nunu,Smolder,Volibear,TwistedFate,Vladimir",1
"Taric,MonkeyKing,Smolder,Zilean,AurelionSol,Orianna,Amumu,Zyra,Yasuo,Smolder",0
"TahmKench,MasterYi,Amumu,Smolder,Hwei,Nidalee,Smolder,Garen,Zed,Aatrox",1
"Darius,Smolder,Twitch,Nunu,Kennen,Kennen,Twitch,Hwei,Soraka,Kaisa",1
"Seraphine,Nasus,Aatrox,Rengar,Blitzcrank,Singed,Akali,Nami,XinZhao,Samira",1
"Smolder,Annie,Karma,Trundle,Maokai,Ashe,Lucian,Soraka,Garen,Diana",0
"Olaf,Udyr,Akshan,Senna,Camille,KSante,Volibear,Taliyah,Lux,Ashe",1
"Fiora,LeeSin,Vex,Ezreal,Pyke,KSante,Viego,Katarina,Senna,Nautilus",1
"Volibear,Brand,Karma,Xayah,Alistar,KSante,Viego,Azir,Senna,Shaco",1
"Volibear,Karthus,Karma,Draven,Alistar,KSante,Rumble,Kassadin,Kaisa,Pyke",0
"Jax,Vi,Viktor,Varus,Blitzcrank,KSante,Taliyah,Viego,Sivir,Janna",1
"KSante,Kayn,Kassadin,Kaisa,Zac,Camille,Pantheon,Galio,Senna,Maokai",0
"KSante,Pantheon,Karma,Varus,Ashe,Yorick,JarvanIV,Vex,Veigar,Seraphine",1
"KSante,Elise,Tristana,Aphelios,Alistar,Yorick,Ivern,Malphite,Jinx,Bard",1
"KSante,JarvanIV,Fizz,Smolder,Blitzcrank,Kled,Gragas,Viego,Lucian,Nami",1
"Irelia,Viego,Fizz,Brand,Nautilus,KSante,Kayn,AurelionSol,Ezreal,Morgana",1
"Singed,LeeSin,Yasuo,Ezreal,Camille,KSante,JarvanIV,Akali,Kaisa,Maokai",0
"Gnar,Ivern,Galio,Kaisa,Nautilus,KSante,Khazix,Sylas,Senna,TahmKench",0
"KSante,Ivern,Tristana,Zeri,Blitzcrank,Gwen,LeeSin,Zed,Veigar,Rakan",1
"Chogath,Shaco,Kassadin,Kalista,Taric,KSante,Taliyah,Naafiri,Ezreal,Xerath",1
"KSante,Khazix,Akali,Vayne,Alistar,Gwen,LeeSin,Xerath,Kaisa,Nautilus",0
"Aatrox,Evelynn,Karma,Jhin,Nautilus,KSante,Viego,Gragas,Varus,Shaco",0
"KSante,Taliyah,Yone,Jhin,Velkoz,Volibear,Kindred,Fizz,Smolder,Janna",1
"KSante,Kindred,Ahri,Veigar,Lux,Gragas,XinZhao,Anivia,Kaisa,Thresh",1
"Warwick,Udyr,Jayce,Senna,Nasus,KSante,Kindred,AurelionSol,Lux,Janna",0
"Riven,Viego,Zed,Swain,Janna,Aatrox,Vi,Akali,Smolder,Seraphine",0
"Teemo,Kayn,Ahri,Jhin,Leona,KSante,Karma,Hwei,Kaisa,Rammus",1
"KSante,Hwei,Volibear,Viktor,Pantheon,Akali,XinZhao,Sylas,Senna,TahmKench",0
"KSante,Vi,Tristana,Hwei,Senna,Renekton,JarvanIV,Ahri,Kaisa,Blitzcrank",1
"KSante,Karthus,Qiyana,Twitch,Rakan,Volibear,Hecarim,Yasuo,Kaisa,Nautilus",0
"KSante,Khazix,Akali,Smolder,Leona,Olaf,Shaco,Zed,Taliyah,Nautilus",0
"Viego,Volibear,Ahri,Ezreal,Bard,KSante,LeeSin,Azir,Jhin,Zilean",0
"Darius,Volibear,Akali,Smolder,Nautilus,Garen,LeeSin,Viktor,Ezreal,Leona",0
"Gangplank,Evelynn,Zed,Ezreal,Zilean,KSante,Vi,Taliyah,Xayah,Bard",1
"Zac,Taric,Akali,Nautilus,Sivir,Fiora,Belveth,Karma,Smolder,Senna",1
"Zac,Graves,Garen,Azir,Alistar,KSante,Taliyah,Akshan,Smolder,Leona",1
"Olaf,Kindred,Ekko,Jinx,Velkoz,Azir,Jax,Sylas,Kalista,Renata",1
"Kled,Zac,Lulu,Aphelios,Corki,Sona,Taliyah,Yasuo,Jinx,Aatrox",0
"Mordekaiser,MasterYi,Akshan,Jinx,Lulu,Ornn,RekSai,Taliyah,Yasuo,TahmKench",0
"Cassiopeia,Vi,Karma,Ezreal,Xerath,Riven,RekSai,Orianna,Jhin,Rakan",1
"Akali,Taliyah,Zed,Aphelios,Alistar,LeeSin,RekSai,Ahri,Jinx,Senna",1
"Jax,LeeSin,Orianna,Jinx,Nautilus,Jayce,Darius,Ziggs,Xayah,Rell",0
"Kennen,Khazix,Tristana,Ezreal,Milio,Garen,Kindred,Leblanc,Kalista,Camille",1
"Sett,Janna,Vayne,Syndra,Sivir,Yorick,Darius,Teemo,Yasuo,Veigar",1
"Tristana,Lucian,Kayle,Nautilus,Blitzcrank,Karma,Kalista,Xerath,Ziggs,Sett",0
"Jinx,Nidalee,Yasuo,Nilah,Brand,LeeSin,Smolder,Ezreal,TwistedFate,Quinn",1
"MissFortune,Soraka,Tristana,Taric,Sylas,Karthus,Maokai,Akshan,Ezreal,Morgana",0
"Aatrox,Graves,Ahri,Twitch,Maokai,Rumble,Rengar,Hwei,Lucian,Milio",0
"Olaf,Nidalee,Gragas,Tristana,Camille,Ornn,MasterYi,Neeko,KogMaw,Bard",0
"Karma,Belveth,Hwei,Vayne,Rakan,Irelia,Brand,Jayce,Draven,Zyra",0
"Karma,Poppy,Taliyah,TwistedFate,Milio,Naafiri,Lillia,Jayce,Kaisa,Lulu",0
"Jax,Lillia,Hwei,Jinx,Bard,Yasuo,Viego,Corki,Smolder,Janna",0
"Riven,Taliyah,Irelia,Ezreal,Nautilus,Karma,Kindred,AurelionSol,Kaisa,Blitzcrank",0
"Olaf,Kayn,AurelionSol,Ezreal,Thresh,Jayce,LeeSin,Zac,Varus,Karma",0
"Renekton,LeeSin,Syndra,Kaisa,Nautilus,Aatrox,Nidalee,Qiyana,Varus,Karma",1
"Singed,Khazix,Ahri,Varus,Janna,Kalista,Taliyah,Katarina,Yone,Taric",1
"LeeSin,JarvanIV,Leblanc,Varus,Shaco,Yone,Kindred,Kennen,Jhin,Kalista",0
"Quinn,Shaco,Kennen,Jinx,Thresh,Renekton,Gragas,Jayce,Kaisa,Blitzcrank",1
"Urgot,Viego,Karma,Kaisa,Camille,Aatrox,Volibear,Ahri,Seraphine,Rell",0
"Zoe,Volibear,Fiora,Caitlyn,Bard,Renekton,Viego,Orianna,TahmKench,Senna",0
"LeeSin,Evelynn,Akshan,Kaisa,Hwei,Irelia,Viego,Syndra,Ezreal,Bard",1
"Renekton,RekSai,Hwei,Smolder,Galio,Volibear,Graves,Vex,Lucian,Leona",1
"Udyr,Jax,Zoe,MissFortune,Blitzcrank,Illaoi,Viego,Ahri,Senna,Braum",1
"Renekton,Belveth,Hwei,Ezreal,Pyke,Ryze,Volibear,Jayce,Kaisa,Janna",1
"Taliyah,LeeSin,Karma,Lucian,Nami,Fiora,JarvanIV,Jayce,AurelionSol,Seraphine",1
"MonkeyKing,Kindred,Kaisa,Zeri,Alistar,Taliyah,LeeSin,Renekton,Sivir,Yuumi",0
"Aatrox,Karthus,Jhin,Ashe,Zyra,Jayce,LeeSin,Leblanc,MissFortune,Rell",1
"Rumble,Belveth,Qiyana,Cassiopeia,Nami,Viego,Vladimir,Ahri,Kaisa,Nautilus",1
"Ahri,Rammus,Jayce,Zeri,Renata,Aatrox,Taliyah,Diana,Kaisa,Alistar",0
"Akali,Graves,Orianna,Kalista,Leona,Gangplank,Rammus,Taliyah,Smolder,Hwei",1
"Jayce,Vi,Ryze,Smolder,Soraka,Akshan,Kayn,Vladimir,Ashe,Nautilus",1
"Fiora,Taliyah,Jayce,Ashe,Alistar,RekSai,JarvanIV,Karma,Xayah,Janna",0
"Jax,MonkeyKing,Karma,Smolder,Alistar,Rumble,Ivern,Jayce,Kaisa,Nautilus",1
"Jax,Graves,Hwei,Kaisa,Maokai,Gragas,Kayn,Ahri,Ezreal,Seraphine",0
"Aatrox,MonkeyKing,Ahri,Kaisa,Nautilus,Renekton,Senna,Lux,Shaco,TahmKench",1
"Teemo,Talon,Hwei,Smolder,Blitzcrank,Cassiopeia,Viego,TwistedFate,Zeri,Zilean",1
"Lucian,Gragas,Corki,Smolder,Bard,Vladimir,Volibear,Hwei,Draven,Nautilus",1
"Jayce,Shaco,Vladimir,MissFortune,Hwei,Yone,Graves,Annie,Senna,Janna",1
"Volibear,Warwick,Jayce,Azir,Maokai,Vayne,LeeSin,Ahri,Aphelios,Rakan",1
"Gnar,Khazix,Leblanc,TwistedFate,Braum,Jayce,Graves,Ahri,Kaisa,Nautilus",1
"Renekton,Kindred,Hwei,Zeri,Blitzcrank,Aatrox,Belveth,Karma,Ashe,Braum",0
"Gragas,Vi,Akshan,Kaisa,Maokai,Jayce,Lulu,Vladimir,Draven,Hwei",0
"Zac,Kindred,Talon,Smolder,Taric,Azir,LeeSin,Renekton,Senna,Maokai",1
"Urgot,Nasus,Galio,Senna,Nautilus,Riven,Gragas,Jayce,Ezreal,Maokai",1
"Karma,LeeSin,Taliyah,Varus,Camille,Riven,XinZhao,Xerath,Smolder,Bard",0
"TwistedFate,Belveth,Karma,Ezreal,Leblanc,Kennen,Viego,Azir,Lucian,Pyke",1
"Yasuo,Neeko,Zoe,Jhin,Janna,Renekton,Karthus,Garen,Kaisa,Senna",0
"Poppy,Graves,Ekko,Lucian,Nami,Gwen,Morgana,Jayce,Smolder,Camille",1
"Aatrox,Brand,Orianna,Zeri,Zyra,Yone,Kindred,Azir,Draven,Nautilus",1
"Camille,Nidalee,Hwei,Samira,Rell,Jayce,LeeSin,Taliyah,Nilah,Pyke",1
"Karma,Rengar,Azir,Senna,Braum,Jax,Taliyah,Qiyana,Kalista,Rell",0
"Rumble,Kindred,AurelionSol,Kaisa,Alistar,Malphite,Viego,Azir,TwistedFate,Taliyah",1
"Gragas,XinZhao,Azir,Kalista,Leona,TwistedFate,Viego,Yone,Senna,Braum",1
"KSante,Belveth,Azir,Seraphine,Ashe,Vayne,Viego,Gragas,Jinx,Milio",1
"Aatrox,LeeSin,Taliyah,Lux,Nautilus,Karma,Belveth,AurelionSol,Senna,Bard",0
"Teemo,Gragas,KSante,Draven,Thresh,Aatrox,Belveth,Karma,Hwei,Senna",1
"Ornn,Viego,Taliyah,Jinx,Zyra,Yone,Kindred,Vladimir,Seraphine,Gragas",0
"Azir,Nocturne,Karma,Senna,Nautilus,Yorick,Belveth,Zoe,Ezreal,Bard",1
"Olaf,Rammus,Karma,Varus,Thresh,Akali,Nidalee,TwistedFate,Senna,Maokai",0
"Yone,Nidalee,Hwei,Kalista,Nautilus,Riven,Kayn,Azir,Varus,Neeko",1
"Thresh,Viego,Swain,Vayne,Leona,Renekton,Belveth,Taliyah,Ezreal,Braum",0
"Garen,LeeSin,Taliyah,Lucian,Ashe,Gragas,Jax,Neeko,Ezreal,Nautilus",0
"Shen,Nidalee,TwistedFate,Varus,Rell,Smolder,Gragas,Tristana,Aphelios,Nautilus",1
"Kennen,Gwen,Jayce,Kalista,Thresh,Volibear,Poppy,Akali,Lucian,Milio",0
"Aatrox,Khazix,Swain,MissFortune,Neeko,MonkeyKing,Ivern,Jayce,Kaisa,Nautilus",1
"Pantheon,Udyr,Hwei,Lucian,Nami,Renekton,Nunu,Karma,Jhin,Senna",0
"Yasuo,Karthus,Kayn,Jinx,Janna,Swain,Lillia,Jayce,Smolder,Blitzcrank",1
"Anivia,Nidalee,Irelia,Jinx,Neeko,Gnar,Skarner,Taliyah,Xayah,Alistar",0
"Karma,MasterYi,AurelionSol,Sivir,Pyke,Volibear,Udyr,Jayce,Vayne,Hwei",0
"TwistedFate,Volibear,Zed,Vayne,Hwei,Karma,Belveth,Azir,Jinx,Thresh",1
"Aatrox,Evelynn,Taliyah,Yasuo,Rakan,TwistedFate,LeeSin,Zoe,Vayne,Nautilus",0
"Trundle,Karthus,Azir,Jhin,Blitzcrank,KSante,Ivern,Irelia,Smolder,Karma",1
"Jax,Hecarim,Ahri,Varus,Camille,TwistedFate,Brand,Tristana,Smolder,Bard",0
"Gragas,Rengar,Jayce,Smolder,Nautilus,Jax,Vi,AurelionSol,Jinx,Rakan",0
"Urgot,Graves,AurelionSol,Sivir,Maokai,Rumble,LeeSin,Hwei,Kalista,Camille",1
"Fiora,Lillia,Jayce,Aphelios,Camille,Gangplank,Nocturne,Azir,Seraphine,Lux",1
"Ornn,Jax,Jayce,Seraphine,Maokai,Rumble,Graves,Naafiri,Senna,Nautilus",0
"Camille,JarvanIV,Kassadin,Draven,Blitzcrank,Darius,Vi,Sylas,Jhin,Hwei",0
