teams,winner
"Darius,Viego,Gragas,Ashe,Alistar,Aatrox,XinZhao,Ahri,Yasuo,Senna",1
"Volibear,Khazix,TwistedFate,Hwei,Xerath,AurelionSol,LeeSin,Akshan,Smolder,Nautilus",1
"Garen,Graves,Fizz,Kalista,Maokai,Gragas,Kindred,Kassadin,Zyra,Senna",1
"Shen,Rengar,Taliyah,Senna,Anivia,DrMundo,Viego,Smolder,Ashe,Rell",1
"Shen,Olaf,Ahri,Caitlyn,Zyra,Naafiri,Kayn,Azir,Ezreal,Rakan",1
"Shen,Kindred,Azir,Twitch,Lulu,Aatrox,Taliyah,Hwei,Smolder,Nautilus",1
"Akali,LeeSin,Orianna,Smolder,Janna,Renekton,Hecarim,Karma,Jinx,Zilean",0
"Olaf,Viego,Viktor,Zeri,Blitzcrank,Jax,Nunu,TwistedFate,Varus,Karma",1
"Jax,Belveth,AurelionSol,Smolder,Zyra,MonkeyKing,Vi,TwistedFate,Senna,Swain",0
"Garen,Viego,Rumble,Jinx,Maokai,Darius,Gwen,Irelia,Aphelios,Janna",0
"DrMundo,Viego,KogMaw,Seraphine,Morgana,Malphite,Kindred,Jayce,Veigar,Janna",1
"Vladimir,Kayn,Akshan,Varus,Pyke,Malphite,Briar,Jayce,Smolder,Ashe",0
"Yone,Viego,Akshan,Seraphine,Senna,Lissandra,Rengar,Jayce,Kaisa,Nautilus",1
"Gwen,Viego,Akshan,Senna,Taliyah,DrMundo,Kindred,Vladimir,Zeri,Zyra",0
"Gragas,Kindred,Galio,Tristana,Pyke,Garen,Taliyah,Akshan,Jhin,Senna",0
"Aatrox,Rengar,Vex,Ezreal,Nami,Garen,Nidalee,Akshan,Ashe,Senna",0
"Yone,Viego,Gragas,Jhin,Bard,Renekton,Kindred,Fizz,Varus,Trundle",0
"Ornn,Volibear,Kassadin,Xayah,Zilean,Garen,Nidalee,Galio,Ashe,Maokai",0
"Renekton,XinZhao,Ezreal,Senna,Brand,Rumble,Kindred,Karma,Vayne,Bard",1
"Jayce,Kindred,Sylas,Smolder,Ezreal,Yorick,Khazix,Karma,Vayne,Senna",0
"Jayce,Vi,Syndra,Jhin,Ashe,Udyr,Nidalee,Briar,Lucian,Maokai",1
"Gnar,Viego,Hwei,Nilah,Maokai,Kennen,Graves,Yone,MissFortune,Zyra",1
"Fiora,LeeSin,Ahri,Jhin,Twitch,Jax,Gragas,Yasuo,Smolder,Ezreal",0
"Garen,Nidalee,Kennen,TwistedFate,Senna,Karma,LeeSin,Fizz,Ezreal,Janna",0
"Fiora,Rengar,Kennen,Zeri,Shaco,Teemo,Kindred,Yone,AurelionSol,Thresh",0
"Gragas,Viego,Azir,Zeri,Alistar,Garen,Kindred,Viktor,Senna,Maokai",1
"Darius,Viego,Hwei,MissFortune,Rell,Kled,Volibear,Fizz,Ezreal,Camille",0
"Aatrox,Viego,Kassadin,Varus,Pyke,Volibear,Graves,Katarina,Ashe,Bard",0
"Shen,Viego,AurelionSol,Jhin,Neeko,TwistedFate,Nidalee,Qiyana,Smolder,Bard",0
"Jayce,Udyr,Sett,Lucian,Senna,Renekton,Brand,Katarina,Draven,Nautilus",1
"Volibear,Viego,Akali,Smolder,Blitzcrank,Vayne,Shaco,Orianna,Lucian,Camille",0
"Rumble,Gragas,Zed,Kaisa,Blitzcrank,Ornn,Belveth,Ahri,Zeri,Nautilus",0
"Riven,Evelynn,Akali,Sivir,Rammus,Renekton,Nidalee,Irelia,Twitch,Blitzcrank",0
"Vladimir,Graves,Smolder,Ashe,Braum,Aatrox,Viego,Viktor,Varus,Alistar",1
"Nasus,Viego,Smolder,Qiyana,Rakan,Yone,Rengar,Viktor,Ashe,Fizz",0
"Urgot,Viego,AurelionSol,Draven,Alistar,Nautilus,Kindred,Lux,Smolder,Karma",0
"Zac,Viego,Syndra,Smolder,Senna,Fiora,Kindred,Lissandra,Xayah,Renata",1
"MonkeyKing,Viego,Veigar,Ezreal,Janna,KSante,Kindred,Ahri,Draven,Blitzcrank",1
"Ornn,Viego,Pyke,Kaisa,Karma,Garen,LeeSin,Yone,Smolder,Poppy",1
"Heimerdinger,Talon,Azir,Twitch,Sona,DrMundo,Kayn,Viktor,Smolder,Rakan",1
"Fiora,Kindred,Viktor,Hwei,Blitzcrank,Jax,Volibear,Sylas,Senna,TahmKench",1
"Mordekaiser,Nidalee,Yone,TwistedFate,Bard,Jax,FiddleSticks,Qiyana,Senna,Janna",0
"Yone,Viego,Vladimir,Lux,Ashe,Fiora,Gragas,Qiyana,Jhin,Hwei",1
"Rumble,Belveth,Qiyana,Cassiopeia,Nami,Viego,Vladimir,Ahri,Kaisa,Nautilus",1
"Gragas,LeeSin,Syndra,Ezreal,Karma,Aatrox,Warwick,Viktor,Kaisa,Nautilus",0
"Urgot,Volibear,Taliyah,Kaisa,Janna,Vladimir,Kindred,Yasuo,Cassiopeia,Nautilus",1
"Vladimir,Nidalee,Pantheon,Senna,TahmKench,Zac,Evelynn,Yone,Kaisa,Rell",1
"Karma,Kindred,Yone,Aphelios,Thresh,Vladimir,Udyr,Ryze,Kaisa,Nautilus",1
"Jayce,Volibear,Vladimir,Cassiopeia,Nautilus,Gragas,Kindred,Viktor,Jinx,Lulu",0
"Teemo,Kindred,Vladimir,Kalista,Nautilus,Gragas,LeeSin,Hwei,Twitch,Zilean",1
"Urgot,Rengar,AurelionSol,Hwei,Nautilus,Malphite,Poppy,Yasuo,Smolder,Neeko",1
"Jayce,Vi,Ryze,Smolder,Soraka,Akshan,Kayn,Vladimir,Ashe,Nautilus",1
"RekSai,Zed,Katarina,Yasuo,Xerath,Urgot,Graves,Karma,Nilah,Alistar",1
"Riven,Taliyah,Qiyana,Smolder,Thresh,Vladimir,Gragas,Yone,Yasuo,Leona",1
"MonkeyKing,Volibear,Leblanc,TwistedFate,Seraphine,Jayce,FiddleSticks,Vladimir,Jinx,Blitzcrank",1
"MonkeyKing,Volibear,Viktor,Lucian,Seraphine,Gragas,Belveth,Vladimir,MissFortune,Janna",0
"Jayce,Belveth,Cassiopeia,Varus,Braum,MonkeyKing,Kindred,Vladimir,Karthus,Nautilus",1
"Akali,Belveth,Garen,Swain,Maokai,Nasus,Nidalee,Sylas,Xayah,Rakan",0
"Ezreal,Nidalee,Yone,Aphelios,Lux,Aatrox,Sylas,Yasuo,Jhin,Leona",0
"Aatrox,Kalista,Veigar,Nocturne,Xerath,Yone,Singed,Zoe,Smolder,Soraka",0
"Pantheon,Kindred,Ahri,Varus,Ashe,Aatrox,Warwick,Diana,Senna,Shaco",0
"Jax,Brand,Yasuo,Karthus,Poppy,Volibear,LeeSin,Vladimir,Zeri,Senna",0
"Vladimir,LeeSin,Ahri,Senna,Rell,Aatrox,Kindred,Anivia,Xayah,Rakan",0
"Vladimir,Jayce,Kindred,Twitch,Rakan,Senna,Amumu,Veigar,Vayne,Renata",1
"Pantheon,XinZhao,Vladimir,TahmKench,Senna,Udyr,Kindred,Karma,TwistedFate,Rakan",1
"Gragas,LeeSin,Hwei,Aphelios,Zilean,Urgot,Soraka,Leblanc,Smolder,Vi",1
"Jayce,Graves,Annie,Kaisa,Braum,Urgot,Ashe,Akshan,Varus,Rell",0
"Fiora,Kindred,Orianna,Smolder,Rell,Jax,LeeSin,Vladimir,Zeri,Braum",0
"Volibear,LeeSin,Ahri,Senna,Hwei,Vladimir,Nidalee,Jayce,Jinx,Pyke",0
"Karma,Kindred,Vladimir,Caitlyn,Bard,Volibear,Lillia,Nautilus,Senna,Akali",0
"Malphite,Taliyah,Galio,Kaisa,Camille,Gwen,Khazix,Vladimir,Varus,Senna",1
"Smolder,LeeSin,Heimerdinger,MissFortune,TwistedFate,Tristana,Zyra,Vladimir,Varus,Janna",0
"Vladimir,Zac,Talon,Senna,Varus,Volibear,Belveth,Akali,Smolder,Sona",1
"Sion,Kindred,AurelionSol,Vayne,Pyke,Gwen,Khazix,Vladimir,TwistedFate,Bard",1
"Gwen,Olaf,Zoe,Senna,Janna,Vladimir,Graves,Karma,Ashe,Varus",0
"Malphite,Kindred,Katarina,Ezreal,Bard,Sion,Hecarim,Vladimir,Kaisa,Pyke",0
"Vayne,Hecarim,Sion,Draven,Zilean,Malphite,Kindred,Vladimir,Hwei,Zac",1
"Jax,Kayn,Vladimir,Hwei,Galio,Garen,Gragas,Akshan,Yasuo,Blitzcrank",0
"Senna,Sivir,Pyke,Chogath,Katarina,Gangplank,MonkeyKing,Lucian,Ezreal,Lulu",1
"Gragas,Shaco,Syndra,Ezreal,Karma,Irelia,Graves,Swain,Xayah,Blitzcrank",1
"Zed,Zoe,Caitlyn,Viktor,Hecarim,TwistedFate,KogMaw,Pyke,Gangplank,Braum",0
"Renekton,Rumble,Vladimir,Kaisa,Pyke,Volibear,Gwen,Ezreal,Leblanc,Maokai",0
"Riven,Yone,Lissandra,Draven,Blitzcrank,Renekton,Gwen,Vladimir,Caitlyn,Pyke",0
"Illaoi,DrMundo,Veigar,Ashe,Jhin,Brand,Velkoz,Warwick,Xayah,Renekton",1
"Gragas,FiddleSticks,Urgot,Senna,Zyra,Shaco,Kindred,Seraphine,Draven,Thresh",0
"Shaco,Rammus,Yasuo,Jinx,Nautilus,Fiora,Trundle,Vladimir,Varus,Leona",1
"Yasuo,FiddleSticks,Smolder,Draven,Ahri,Volibear,Shaco,Vladimir,TwistedFate,Ashe",1
"Vladimir,LeeSin,Galio,Zeri,Thresh,Riven,Poppy,Akali,Ashe,Xerath",1
"Shaco,FiddleSticks,Urgot,Tristana,Camille,Garen,Kindred,Lissandra,Senna,Nautilus",0
"Aatrox,XinZhao,Hwei,Smolder,Shaco,Poppy,Viego,Vladimir,Azir,Rell",1
"TwistedFate,Volibear,Taliyah,Twitch,Camille,Darius,XinZhao,Vladimir,Samira,Maokai",0
"Varus,Nautilus,Zed,Hwei,Zyra,Garen,LeeSin,Malphite,Ashe,Morgana",1
"Jayce,Belveth,Vladimir,Neeko,Karma,Renekton,Taliyah,Akshan,Twitch,Janna",0
"Gwen,Viego,Vladimir,Zeri,Bard,TahmKench,FiddleSticks,AurelionSol,Draven,Senna",0
"Fiora,LeeSin,Anivia,Zeri,Yuumi,Gnar,Karthus,Vladimir,TwistedFate,Neeko",0
"Aatrox,Kindred,Anivia,Ashe,Nautilus,Vladimir,Poppy,Gangplank,Aphelios,Thresh",1
"KSante,Briar,Malzahar,Senna,Taric,Udyr,Jax,Vladimir,Ezreal,Rakan",1
"Jax,Kindred,Vladimir,Vayne,Taric,Zac,Brand,Akshan,Kaisa,Pyke",1
"KSante,Taric,Vladimir,Yasuo,Leona,Fiora,XinZhao,Orianna,Lucian,Nautilus",0
"Rumble,LeeSin,AurelionSol,Ezreal,Nautilus,Tristana,JarvanIV,Vladimir,Kaisa,Maokai",0
"Fiora,LeeSin,Syndra,Aphelios,Braum,Gnar,Viego,Viktor,Hwei,Bard",1
"Viktor,Shaco,Zed,Taric,Yasuo,Fiora,Viego,Taliyah,TwistedFate,Hwei",1
"Rumble,XinZhao,Vladimir,Senna,Leona,Sett,Graves,Taliyah,Ezreal,Lulu",0
"Aatrox,Viego,Vladimir,Ashe,Thresh,Vayne,Belveth,Orianna,Smolder,Maokai",1
"Fiora,Brand,Sion,Draven,Senna,Yone,Zed,Vladimir,Jinx,Soraka",0
"KSante,Graves,Vladimir,Ezreal,Maokai,Fiora,Khazix,Malzahar,Twitch,Xerath",0
"Aatrox,Rengar,Malzahar,Draven,Alistar,LeeSin,Yone,Vladimir,Samira,Maokai",1
"Jayce,Viego,Ahri,Lucian,Milio,Vladimir,Belveth,Yasuo,Hwei,Nautilus",0
"Riven,Lillia,Vladimir,Smolder,Karma,Gnar,Viego,Malzahar,Renekton,Senna",1
"Aatrox,Ekko,Yone,Kaisa,Nautilus,Camille,Urgot,Kassadin,Twitch,Rell",0
"FiddleSticks,Poppy,Vladimir,Yasuo,Senna,Fiora,LeeSin,Hwei,Kalista,Camille",0
"Vladimir,LeeSin,Lux,Caitlyn,Ashe,Nasus,Kindred,Hwei,Kaisa,Janna",0
"Udyr,Volibear,Vladimir,Draven,Camille,Fiora,Brand,Ryze,Jhin,Shaco",1
"Volibear,Evelynn,Tristana,Smolder,Janna,Aatrox,Nidalee,Vladimir,Jinx,Blitzcrank",0
"Malphite,Graves,Galio,Ashe,Sion,Gragas,Nocturne,Hwei,Akali,Jax",1
"Poppy,Camille,Kassadin,Seraphine,FiddleSticks,Karma,Nocturne,Akali,Kaisa,Lulu",1
"Aatrox,Naafiri,Zoe,Kindred,Kayle,Gragas,Belveth,Akali,Ezreal,Alistar",1
"AurelionSol,Shaco,Vladimir,Lucian,Nami,Fiora,Belveth,Sylas,Nilah,Senna",0
"Riven,Viego,Vladimir,Ashe,Elise,Renekton,Graves,Orianna,Aphelios,Rakan",0
"Riven,RekSai,Kassadin,MissFortune,Hwei,Renekton,Rumble,Vladimir,Varus,Ashe",1
"Morgana,Renekton,Azir,Karthus,Bard,Nasus,Gnar,Caitlyn,Akali,Pyke",1
"Ornn,Nocturne,Karma,Nilah,Rell,Illaoi,Udyr,Ahri,TwistedFate,Amumu",1
"Garen,Velkoz,Akali,Seraphine,Shen,Illaoi,Lillia,Vladimir,TwistedFate,Nami",0
"Darius,Talon,Yasuo,Samira,Nautilus,Illaoi,Kayn,AurelionSol,Smolder,Hwei",1
"Kennen,Kayn,Yone,Draven,Ashe,Fiora,Vi,Vladimir,Ezreal,Janna",1
"Ezreal,Ashe,Gragas,Darius,Rakan,Vayne,Kennen,Vex,Lux,Gnar",1
"Illaoi,Khazix,Smolder,Swain,Seraphine,Yasuo,Sion,Lux,Lucian,Milio",0
"Lillia,Kayn,AurelionSol,Jhin,JarvanIV,Gnar,Belveth,Akshan,KogMaw,Thresh",1
"Irelia,Viego,Viktor,MissFortune,Bard,Chogath,Kindred,AurelionSol,TwistedFate,Yuumi",0
"Aatrox,Teemo,Malzahar,Senna,Ezreal,Yone,Khazix,Karma,MissFortune,Pyke",0
"Jayce,Shyvana,Ahri,Smolder,Karma,Yorick,Jax,Malzahar,Caitlyn,Bard",1
"Darius,Teemo,Yone,Vayne,Bard,XinZhao,Sett,Zed,Nilah,Hwei",1
"Poppy,Kindred,TwistedFate,Ashe,Milio,Camille,Rumble,Yone,Jhin,Leona",1
"Teemo,Kayn,Syndra,TwistedFate,Milio,Belveth,Urgot,Hwei,Smolder,Zilean",1
"Aatrox,MonkeyKing,Taliyah,Caitlyn,Shaco,Kled,LeeSin,Vladimir,Lucian,Nami",1
"TwistedFate,Warwick,Vladimir,Hwei,Leona,Darius,Ekko,Tristana,Jhin,Shaco",0
"Karma,Viego,Ezreal,Varus,Teemo,Swain,Graves,Vladimir,Lucian,Blitzcrank",1
"Kled,Belveth,Vladimir,Senna,Bard,Jax,Graves,Viktor,Kaisa,Sona",1
"Gnar,Zac,Yone,Karthus,Senna,Vladimir,Rengar,Anivia,Ashe,Soraka",1
"Gnar,Viego,Hwei,Lucian,Zyra,Jayce,Belveth,Vladimir,Senna,Nautilus",1
"Warwick,Zac,Vladimir,Kaisa,Nautilus,Jax,Belveth,Galio,Seraphine,Leona",0
"Naafiri,Belveth,Vladimir,Yasuo,Rell,Yone,MasterYi,Veigar,MissFortune,Lux",1
"Brand,Ahri,Trundle,Xayah,KogMaw,Viego,Yasuo,Zilean,Talon,Draven",0
"Senna,MonkeyKing,Katarina,Ezreal,Hwei,Swain,Vex,Nidalee,Xayah,Zed",0
"Karma,Lucian,Sivir,Zed,RekSai,Taliyah,JarvanIV,Poppy,Ashe,Teemo",0
"JarvanIV,Ahri,Draven,Blitzcrank,Samira,Velkoz,Fizz,Darius,Jinx,Aatrox",0
"Renekton,Lillia,Ahri,Smolder,Nautilus,Jayce,Hecarim,Yone,Hwei,Janna",0
"Rumble,Khazix,Zac,KogMaw,Milio,Darius,Viego,Ahri,Zeri,Lulu",0
"Aatrox,Kindred,Hwei,Zeri,Alistar,Riven,Kayn,Gragas,Sivir,Amumu",1
"Gragas,Viego,Karma,Aphelios,Lulu,Olaf,Kayn,Katarina,Senna,Nautilus",1
"Udyr,Briar,Azir,Seraphine,Senna,Rumble,RekSai,Qiyana,Yasuo,Nautilus",1
"Kennen,Vi,Malphite,Senna,Hwei,Darius,Taliyah,Tristana,Aphelios,Thresh",1
"Zac,Volibear,Yasuo,Lucian,Milio,Gragas,Rengar,Akali,Kaisa,Ashe",0
"Garen,Khazix,Cassiopeia,Twitch,Ashe,Darius,Gragas,KSante,Smolder,Rumble",1
"Gnar,LeeSin,Fizz,Varus,Janna,Irelia,Rammus,Orianna,Kaisa,Ashe",0
"MonkeyKing,Rengar,Lucian,Veigar,Rakan,Darius,Ivern,Azir,Ezreal,Alistar",0
"Aatrox,Lillia,Ahri,Aphelios,Senna,Azir,Smolder,Annie,Skarner,Nautilus",0
"Jayce,Khazix,Galio,Lucian,Nami,Malphite,Viego,Azir,Aphelios,Milio",1
"Irelia,MonkeyKing,Ahri,Karthus,Nautilus,Aatrox,LeeSin,Fizz,Senna,TahmKench",0
"Sion,Kindred,Gragas,Kaisa,Janna,Jayce,Karthus,AurelionSol,Jinx,Ashe",1
"Camille,Talon,Fizz,Smolder,Janna,Rumble,Viego,AurelionSol,Lucian,Milio",1
"Yuumi,Kayle,Aphelios,Aatrox,FiddleSticks,Viego,Fizz,AurelionSol,Taliyah,Thresh",0
"Kayle,Varus,Urgot,Xayah,MissFortune,Kayn,KSante,Lux,Brand,Jayce",0
"Swain,Akali,Riven,TwistedFate,Vladimir,Naafiri,Malzahar,Kayle,Thresh,Poppy",0
"Renekton,Brand,Zed,Nilah,Rakan,Olaf,Udyr,Karma,Smolder,Neeko",1
"Vayne,Zilean,Nidalee,Syndra,Veigar,Zed,JarvanIV,Velkoz,Xayah,AurelionSol",1
"Riven,Brand,Tristana,Smolder,Sona,Zac,Irelia,Ivern,Kaisa,Neeko",0
"Rumble,Rell,Riven,Smolder,Nautilus,Jayce,Kindred,Neeko,Zeri,Yuumi",0
"Renekton,Belveth,Kassadin,Kaisa,Nautilus,Jayce,MasterYi,Taliyah,Seraphine,Maokai",0
"Renata,Nautilus,Renekton,Annie,Zoe,Quinn,Yuumi,Braum,Vladimir,Karthus",0
"Gangplank,Khazix,Lucian,Karthus,Rell,Cassiopeia,Nilah,Yone,Brand,Soraka",0
"Renekton,MonkeyKing,Hwei,Smolder,Bard,Cassiopeia,Kindred,AurelionSol,Yone,Rell",1
"Briar,XinZhao,Hwei,Smolder,Camille,Jax,Viego,Neeko,Senna,Nautilus",1
"Rumble,LeeSin,Galio,Draven,Blitzcrank,Naafiri,Viego,Kalista,Neeko,Renata",0
"Riven,Evelynn,Yone,MissFortune,Camille,Jax,LeeSin,Azir,Hwei,Rell",1
"Aatrox,Talon,Kennen,Ezreal,Karma,Zac,MonkeyKing,Ahri,Smolder,Nautilus",1
"Sett,RekSai,Akali,Ezreal,Rakan,Viego,Nunu,Ahri,Yasuo,Sejuani",1
"Gangplank,Rell,Anivia,Varus,Ashe,Ahri,Ivern,Renekton,Lucian,Nami",0
"Rumble,JarvanIV,Taliyah,Kalista,Renata,Jayce,Khazix,Sylas,Swain,Alistar",1
"Chogath,LeeSin,Azir,Varus,TahmKench,Gwen,RekSai,Veigar,Ezreal,Camille",1
"Viego,Zac,Brand,Varus,Renata,Garen,LeeSin,Sylas,Jinx,Seraphine",0
"Naafiri,Kindred,Azir,Caitlyn,Lux,Irelia,LeeSin,Twitch,Yasuo,Poppy",1
"Darius,Udyr,Qiyana,Karthus,Rell,DrMundo,Belveth,Anivia,Kaisa,Maokai",0
"Mordekaiser,Khazix,Akali,Varus,Ashe,Fiora,Graves,Akshan,Karthus,Zyra",1
"Gangplank,Thresh,Kalista,Nidalee,Viego,Samira,Renekton,Garen,Yasuo,Yuumi",0
"Jayce,MonkeyKing,FiddleSticks,KogMaw,Lulu,Aatrox,XinZhao,AurelionSol,Ezreal,Neeko",1
"Kennen,Viego,KSante,Jhin,Nautilus,Irelia,Volibear,Ryze,KogMaw,Braum",1
"Graves,LeeSin,Diana,Hwei,Maokai,Kennen,Gwen,Talon,Varus,Alistar",1
"Viego,Zac,Vayne,Ashe,Senna,Teemo,XinZhao,Azir,Cassiopeia,Velkoz",0
"Renekton,Ivern,Gragas,Twitch,Rakan,Karma,LeeSin,Tristana,Cassiopeia,Pyke",1
"DrMundo,Evelynn,TwistedFate,Jhin,Bard,Kennen,Ivern,Zed,Varus,Seraphine",0
"Kennen,Udyr,AurelionSol,Kaisa,Leona,Maokai,Shyvana,Ahri,Senna,TahmKench",1
"Garen,Kayn,Seraphine,KogMaw,Lulu,Jayce,Nidalee,Akshan,Varus,Janna",0
"Garen,Briar,Smolder,Hwei,Nautilus,TahmKench,LeeSin,Rumble,Ezreal,Seraphine",0
"Leblanc,Belveth,Akali,Xayah,Rakan,Singed,Vi,Zed,Kaisa,Bard",1
"Viego,Gragas,Renekton,Ezreal,Bard,Olaf,Rumble,Zed,Senna,Nautilus",1
"Gragas,Taliyah,Riven,Seraphine,Senna,Garen,Brand,Akali,MissFortune,Pyke",1
"Aatrox,Nidalee,Zed,Kalista,Thresh,Jayce,Volibear,Karma,Zeri,Lulu",1
"Garen,Kindred,Orianna,Smolder,Nautilus,Jax,Ivern,Zed,Hwei,Karma",0
"Garen,Graves,Jayce,Hwei,Rell,Jax,Poppy,Orianna,Kaisa,Janna",0
"Garen,Viego,Janna,Azir,Ezreal,Jayce,Zac,Diana,Ashe,Rakan",0
"Kled,Graves,AurelionSol,Jhin,Gragas,Jax,Volibear,Azir,Veigar,Rakan",1
"Gwen,Graves,Pyke,Lux,Senna,Volibear,Nunu,Kayle,Sivir,Neeko",0
"Darius,Taliyah,AurelionSol,Senna,TahmKench,Illaoi,Nidalee,Briar,Zeri,Rell",0
"Kayle,Belveth,Irelia,Ezreal,Rakan,Illaoi,Taliyah,Briar,Draven,Seraphine",1
"AurelionSol,Gragas,Camille,Ezreal,Rakan,TwistedFate,Graves,Taliyah,Senna,Nautilus",0
"Vayne,LeeSin,Gragas,TahmKench,Senna,Urgot,Rumble,Yone,Lux,Rell",0
"Garen,Viego,Taliyah,Draven,Rakan,Vayne,LeeSin,Hwei,Pyke,Karma",1
"Olaf,Graves,Karma,MissFortune,Alistar,Trundle,Vi,Syndra,Ezreal,Rakan",0
"Jax,Graves,Azir,Vayne,Rakan,TwistedFate,Poppy,Qiyana,Tristana,Zilean",1
"Gragas,Rengar,Orianna,Jhin,Nautilus,Malphite,Taliyah,Yone,Zeri,Janna",0
"Singed,Graves,Kassadin,Smolder,Rakan,Aatrox,Viego,Ahri,Jhin,Xerath",0
"Vayne,Rell,Diana,Kaisa,Rakan,Teemo,Briar,Jayce,Ezreal,Pyke",1
"TwistedFate,Viego,Zac,Senna,Zilean,Volibear,XinZhao,Jayce,MissFortune,Rakan",0
"Ezreal,Viego,Orianna,TwistedFate,Rakan,Thresh,Graves,Taliyah,MissFortune,Bard",0
"Irelia,Rell,Nasus,Kaisa,Neeko,Fiora,Zyra,Aatrox,Ezreal,Pyke",1
"Gwen,Rell,Lucian,Seraphine,Rakan,Sion,Graves,Hwei,Ashe,Janna",0
"Smolder,Kaisa,Gragas,Lucian,Maokai,Irelia,Viego,AurelionSol,Ezreal,Nautilus",1
"Udyr,Khazix,Vladimir,Smolder,Senna,Gangplank,LeeSin,Orianna,Samira,Janna",0
"Aatrox,Udyr,Yasuo,Kaisa,Rakan,Smolder,Yorick,Vayne,TwistedFate,Neeko",1
"Kennen,Shaco,Irelia,TwistedFate,Rakan,Pantheon,Karthus,Hwei,Senna,Thresh",0
"KSante,Shaco,Karma,Kalista,Camille,Garen,Viego,Galio,Smolder,Nautilus",1
"Jax,Kayn,Akali,Smolder,Rakan,Renekton,Volibear,Hwei,Varus,Ashe",0
"Jayce,Kindred,Ahri,Jinx,Braum,Yasuo,Nocturne,Akali,Lux,Thresh",1
"Garen,Kindred,Karma,Zeri,Nautilus,Olaf,Viego,Hwei,Smolder,Braum",1
"JarvanIV,Poppy,Azir,Varus,Zyra,Ryze,Evelynn,Jayce,Senna,Rell",1
"Garen,Belveth,Naafiri,Hwei,Maokai,Renekton,Zac,Leblanc,Nilah,Rell",0
"Nidalee,Rumble,Naafiri,Smolder,Orianna,Jayce,Graves,Taliyah,Hwei,Rell",1
"Urgot,Karthus,Tristana,Kaisa,Nautilus,Akshan,Graves,Orianna,Zeri,Zilean",1
"Kled,Belveth,Talon,KogMaw,Rakan,Gnar,Rengar,AurelionSol,Vayne,Janna",1
"Irelia,Volibear,Azir,Ezreal,Nautilus,Renekton,Taliyah,Sion,Karthus,Senna",0
"Sion,Karthus,Smolder,Swain,Pantheon,Renekton,Malphite,Graves,Hwei,Zyra",0
"Darius,Graves,Vladimir,Hwei,Maokai,Ornn,Rell,Azir,Jinx,Sona",1
"Gragas,Graves,Yasuo,Senna,Maokai,Riven,Kindred,Sylas,TwistedFate,Karma",0
"Vayne,LeeSin,Jhin,Kaisa,Pyke,Renekton,Ivern,Qiyana,Smolder,Bard",1
"Gnar,Vi,Azir,Kaisa,Rakan,Vayne,Ivern,Ahri,Jhin,Maokai",1
"Aatrox,Khazix,Swain,MissFortune,Neeko,MonkeyKing,Ivern,Jayce,Kaisa,Nautilus",1
"Gangplank,LeeSin,Hwei,Seraphine,Senna,Jayce,Nidalee,Zed,TwistedFate,Karma",1
"TahmKench,Udyr,LeeSin,MissFortune,Senna,Aatrox,Hecarim,Karma,Irelia,Rakan",0
"Urgot,Zac,Lissandra,Senna,Camille,Vayne,Ekko,Karma,Varus,Pantheon",0
"Fiora,Graves,Ahri,Twitch,Milio,Riven,Vi,Taliyah,Senna,Nautilus",1
"Nidalee,Khazix,Pantheon,TwistedFate,Taric,Yasuo,LeeSin,Diana,Kaisa,Rell",1
"Yasuo,Malphite,Kindred,Thresh,Ornn,Karma,Milio,Ezreal,Smolder,Varus",0
"Lucian,Zed,Varus,Azir,Riven,Shaco,Pantheon,Kayn,Jax,Lulu",0
"Sona,Alistar,Ziggs,Vayne,Viego,Graves,Shen,Xerath,Vex,RekSai",0
"Jayce,Hecarim,Veigar,Smolder,Zyra,Quinn,Viego,Sylas,Lucian,Milio",1
"Sett,Amumu,Galio,Vayne,Bard,Lillia,Briar,Yone,Hwei,Thresh",0
"JarvanIV,LeeSin,Naafiri,Kaisa,Thresh,Malphite,Rell,Ahri,KogMaw,Renata",1
"Maokai,Ahri,Irelia,MasterYi,Pantheon,Pyke,Alistar,Senna,Lux,Akshan",1
"Gangplank,Taliyah,Zed,Senna,Malphite,Yorick,MasterYi,Karma,Lux,Camille",1
"Aatrox,Gwen,Jayce,Smolder,Swain,Yorick,JarvanIV,AurelionSol,TahmKench,Senna",0
"Yorick,Kindred,Ahri,Smolder,Nautilus,Aatrox,Udyr,Neeko,KogMaw,Alistar",0
"Yorick,Taliyah,Leblanc,Caitlyn,Zilean,Irelia,FiddleSticks,Kennen,Jinx,Pyke",1
"Garen,Khazix,AurelionSol,Jhin,Xerath,Yorick,MonkeyKing,Lux,Senna,Janna",1
"Aatrox,RekSai,Kennen,Cassiopeia,Senna,Yorick,Zac,Smolder,Hwei,Thresh",0
"Udyr,Khazix,Yasuo,Hwei,Rell,Yorick,Volibear,Neeko,Ezreal,Karma",1
"RekSai,Graves,Lissandra,Senna,TahmKench,Garen,Rengar,Karma,MissFortune,Blitzcrank",0
"Yorick,Ekko,Viktor,Kalista,Rell,Garen,LeeSin,Qiyana,Veigar,Gragas",0
"LeeSin,Volibear,Viktor,Yasuo,Alistar,Yorick,Brand,Corki,Senna,Nautilus",1
"Yasuo,Nidalee,Yorick,Samira,Nautilus,Camille,Vi,Malphite,Varus,Xerath",1
"Malphite,Shyvana,Nasus,Volibear,Senna,Yorick,Belveth,Veigar,Jinx,Hwei",1
